tweet_id,airline,username,screen_name,location,creation_date,creation_time,text,sentiment,polarity,subjectivity,favorite_count,retweet_count,source,hashtags
1114962976753082368,American Airlines,Mama of 6 KidZ,mommaofsixkids,The OC,2019-04-07,18:47:43,#americanairlines #airline grounded extended. Better safe than sorry|#Airport update via @CNN https://t.co/IKcQaPASQL,Positive,0.5,0.5,0,0,Twitter for Android,"americanairlines, airline, Airport"
1114956447534551040,American Airlines,Lisa Fennewald,lisaloostamps,,2019-04-07,18:21:46,Everyone on a coffee break? #americanairlines #luggage #phoenixskyharbor #gotplacestobe https://t.co/vNf70H6Pbg,Neutral,0.0,0.0,0,0,Twitter for iPhone,"americanairlines, luggage, phoenixskyharbor, gotplacestobe"
1114955075431038978,American Airlines,@HeadStrong INK.❤️,danadanewfame,#GLOBAL  UK   IBIZA   ,2019-04-07,18:16:19,"#Travel  News Today As #Passengers  learns who Ever Booked  W/  #AmericanAirlines has To Find Other Means., They Are canceling all flights booked on 737 Max planes   through 06.2019.05 #Passengers on those 90 flights a day will have to rebook. https://t.co/ph6DPT7B1A",Negative,-0.125,0.375,3,2,Twitter Web App,"Travel, Passengers, AmericanAirlines, Passengers"
1114954131117150211,American Airlines,Jeana Travels,SurfnSunshine,"Los Angeles, CA",2019-04-07,18:12:34,"RT @wesaidgotravel: Thank you to @KentuckyTourism for the Taste of #Kentucky event celebrating the #AmericanAirlines new #nonstop #flight from #LA to #Louisville.
I am ready for my first visit to #TravelKY #LouisvilleLove @gotolouisville @AmericanAir #lo... https://t.co/KyiKeGny24",Positive,0.19545454545454546,0.4292929292929293,6,4,IFTTT,"Kentucky, AmericanAirlines, nonstop, flight, LA, Louisville, TravelKY, LouisvilleLove, lo"
1114953105206943744,American Airlines,Jose M X,__JMX__,NYC - TRI-STATE AREAS,2019-04-07,18:08:29,#aa #american #americanairlines americanair #pride #sobe #mia #fl #miami @ South Beach https://t.co/CLkmbrJCzD,Neutral,0.0,0.0,0,0,Instagram,"aa, american, americanairlines, pride, sobe, mia, fl, miami"
1114950484593397760,American Airlines,Chakams,chakams,nigeria,2019-04-07,17:58:04,#AmericanAirlines cancels all flights booked on the controversial #Boeing737Max8 planes till June 5th. Over 90 flights a day will be affected and passengers will have to rebook. #aviation... https://t.co/SYUX26jklZ,Positive,0.55,0.95,0,0,Instagram,"AmericanAirlines, Boeing737Max8, aviation"
1114949476454674433,American Airlines,Joel Oliver,JoelOli84953672,"Virginia, USA",2019-04-07,17:54:04,"@AmericanAir @FoxNews Can someone please explain to me why an airline like American Airlines can consistently be late, delayed,  and overbooked and not have to answer to their customers? #badbusiness #AmericanAirlines #lateagain #delayed",Negative,-0.15,0.3,0,0,Twitter for iPhone,"badbusiness, AmericanAirlines, lateagain, delayed"
1114946552521469952,American Airlines,ARABIA5AM,Arabia5AM,,2019-04-07,17:42:27,"#USA | #AmericanAirlines said on #Sunday it will extend cancellation of 90 #flights a day through #June5 because of the grounding of #Boeing #737MAX aircraft following two deadly crashes in five months.

#Arabia5AM #news #travel https://t.co/Cq335umtSf",Negative,-0.1,0.25,2,0,Twitter Web Client,"USA, AmericanAirlines, Sunday, flights, June5, Boeing, 737MAX, Arabia5AM, news, travel"
1114942939988410369,American Airlines,StarGuy,HH_Cash,"Virginia, USA",2019-04-07,17:28:06,I love it!! @AmericanAir #americanairlines https://t.co/kw4pofOs5g,Positive,0.78125,0.6,4,0,Twitter for iPhone,americanairlines
1114939520464637952,American Airlines,Lisa Lorincz,LisaLorincz,United States,2019-04-07,17:14:30,"@americanairlines oversold flight by 15 and after agreeing to give up seats for 6:30 DTW arrival, we wait 2 hours at gate to be told oops...those seats sold. Now 8:30 arrival. Youre welcome  #americanairlines #neveragain #welcomehome #hotmess",Positive,0.8,0.9,0,0,Twitter for iPhone,"americanairlines, neveragain, welcomehome, hotmess"
1114938119231614978,American Airlines,DaddyBear,DaddyBearForex,United States,2019-04-07,17:08:56,"#OIL #OOTT #WTI
#AmericanAirlines is the world's largest airline by fleet size, revenue, passengers carried and RPK. This news is not bullish for WTI prices. https://t.co/O5IrdlxWAC",Neutral,0.0,0.0,0,0,Twitter Web Client,"OIL, OOTT, WTI, AmericanAirlines"
1114937402768986112,American Airlines,DaddyBear,DaddyBearForex,United States,2019-04-07,17:06:06,"#OIL #OOTT #WTI
#AmericanAirlines extends Max 8 flight cancellations into June https://t.co/9EfYxMf5Tc via @usatoday",Neutral,0.0,0.0,1,1,Twitter Web Client,"OIL, OOTT, WTI, AmericanAirlines"
1114935870052814849,American Airlines,Lisa Niver ✈️,wesaidgotravel,Global Nomad,2019-04-07,17:00:00,"Thank you to @KentuckyTourism for the Taste of #Kentucky event celebrating the #AmericanAirlines new #nonstop #flight from #LA to #Louisville.
I am ready for my first visit to #TravelKY #LouisvilleLove @gotolouisville @AmericanAir #losangeles  #travel @LouHammondGroup #KyDerby https://t.co/uPzYpQWyfT",Positive,0.19545454545454546,0.4292929292929293,21,4,TweetDeck,"Kentucky, AmericanAirlines, nonstop, flight, LA, Louisville, TravelKY, LouisvilleLove, losangeles, travel, KyDerby"
1114919046506369025,American Airlines,Jason Derrick Taylor,realtaylorjason,,2019-04-07,15:53:09,American Airlines oversold our flight. Now we dont have a captain! #americanairlines @AmericanAir #sucks,Negative,-0.15,0.15,0,0,Twitter for iPhone,"americanairlines, sucks"
1114917296978452481,American Airlines,Breaking the News 24/7,Breaking24Seven,"Vienna, Austria",2019-04-07,15:46:12,"American Airlines extends flight cancellations to June 5

#americanairlines #Boeing #Boeing737Max #BOEING737MAX8 

https://t.co/2lCEfMExPG",Neutral,0.0,0.0,1,1,Twitter Web Client,"americanairlines, Boeing, Boeing737Max, BOEING737MAX8"
1114907701639897089,American Airlines,Tips for Travelers,TipsTravelers,,2019-04-07,15:08:04,"RT BCDemea ""Global: #AmericanAirlines extends cancellation of 90 flights a day through 5 June because of grounding of Boeing 737 MAX aircraft #AA""",Neutral,0.0,0.0,0,0,IFTTT,"AmericanAirlines, AA"
1114907553681506304,American Airlines,Travel Watch - EMEA,BCDemea,EMEA,2019-04-07,15:07:29,Global: #AmericanAirlines extends cancellation of 90 flights a day through 5 June because of grounding of Boeing 737 MAX aircraft #AA,Neutral,0.0,0.0,0,0,CRM,"AmericanAirlines, AA"
1114907530239541248,American Airlines,Travel Watch - APAC,BCDapac,Asia Pacific,2019-04-07,15:07:23,Global: #AmericanAirlines extends cancellation of 90 flights a day through 5 June because of grounding of Boeing 737 MAX aircraft #AA,Neutral,0.0,0.0,0,1,CRM,"AmericanAirlines, AA"
1114907489429086208,American Airlines,Travel Watch - AM,BCDamericas,Americas,2019-04-07,15:07:14,Global: #AmericanAirlines extends cancellation of 90 flights a day through 5 June because of grounding of Boeing 737 MAX aircraft #AA,Neutral,0.0,0.0,0,2,CRM,"AmericanAirlines, AA"
1114901691286065153,American Airlines,MarketScreener.com,Market_Screener,,2019-04-07,14:44:11,American Airlines : extends 737 MAX cancellations through June 5 #AmericanAirlines #Stock #MarketScreener https://t.co/wZ5NjXFsm4 https://t.co/KuekwI4QRB,Neutral,0.0,0.0,0,0,Zonebourse Communauté,"AmericanAirlines, Stock, MarketScreener"
1114898304649826305,American Airlines,J.Varga,vargarians,,2019-04-07,14:30:44,"@USATODAY The casualties are a tragedy and passenger diversions are a major cost and inconvenience. Unfortunately, these are not the case for the airlines. They have significantly improved load factors and increased fares on other flights due to these cancellation. #americanairlines",Negative,-0.0625,0.625,0,0,Twitter Web Client,americanairlines
1114890600216715266,American Airlines,Kerry Lynne McHugh,KerryLynneMickQ,Sandy Eggo ,2019-04-07,14:00:07,"Dear @AmericanAir Stop  Overselling  Flights  ! If I go to the grocery store &amp; theyre out of the thing I wanted, I go to another grocery store. They dont pretend they have the food to sell me to keep me from going to another store. Greed Is not becoming #americanairlines",Negative,-0.225,0.8500000000000001,2,0,Twitter for iPhone,americanairlines
1114885189837180928,American Airlines,Albert Guth,AlbertCGuth,,2019-04-07,13:38:37,#americanairlines @AmericanAir Airlines changed my aircraft type today from an Oasis to a normal 738. We lost or paid MCE seats and there are none left to select. Awful American Airlines service. Congratulations to those that got our good seats!,Positive,0.0050000000000000044,0.45,0,0,Twitter Web Client,americanairlines
1114873849944915968,American Airlines,Diana,speechchic101,"At the archery range, often.",2019-04-07,12:53:33,A chaperone for a school trip was pulled by @AmericanAir from an oversold flight. Completely unacceptable and irresponsible to separate an adult from the children he is legally responsible for. @StarTribune @FOX9 @SPPS_News @WCCO #americanairlines https://t.co/fI29T2Kj7O,Positive,0.13333333333333333,0.4166666666666667,3,0,Twitter for Android,americanairlines
1114858780137873408,American Airlines,Alesita,Ms_aLeSiTa,Somewhere Over the Rainbow,2019-04-07,11:53:40,"DFW, here I come. Monterrey, see you next Friday.
.
.
.
.
.
.
#workinggirl #travel #unicornontheloose #firstclass #americanairlines #lovemyjob #alwaysonthego #flying #girlswhotravel https://t.co/mXZMyMxYQW",Neutral,0.0,0.0,0,0,Instagram,"workinggirl, travel, unicornontheloose, firstclass, americanairlines, lovemyjob, alwaysonthego, flying, girlswhotravel"
1114843989868457984,American Airlines,"Lou D'Adamo,VOArtist",DJBumpers,Maryland,2019-04-07,10:54:54,@AmericanAir I saved my $ to afford 1st class for my wife's 65th b'day + you bumped us to the last row + yelled at my wife. $145 returned? Ripped off. #americanairlines,Neutral,0.0,0.06666666666666667,0,0,Twitter for Android,americanairlines
1114793314421825536,American Airlines,artecharvey,mohammedmir4,"Manchester, England",2019-04-07,07:33:32,"tomorrow i am flying American #america #americanairlines #privatejethire
https://t.co/DKISiZlI1f https://t.co/ObuaMZ3CH1",Neutral,0.0,0.0,0,0,IFTTT,"america, americanairlines, privatejethire"
1114785853044183040,American Airlines,TheKK,TheKK,Ventura and Santa Barbara,2019-04-07,07:03:53,Middle seat with a lap infant on a five hour flight seems particularly cruel thanks but no thanks #americanairlines,Negative,-0.225,0.35,0,0,Twitter for iPhone,americanairlines
1114767429886824454,American Airlines,Chyan Phang,Chyan,,2019-04-07,05:50:41,#ChinaSouthern investment just turned into a quick windfall for #AmericanAirlines. #airline #aviation  https://t.co/OUXUuCoWD2,Positive,0.3333333333333333,0.5,1,1,Twitter for iPhone,"ChinaSouthern, AmericanAirlines, airline, aviation"
1114740854491684864,American Airlines,Rhi,Rhi1979,Bournemouth,2019-04-07,04:05:05,24 hours travelling from door to door and were finally here! Cannot wait til tomorrow but for now...sleeeeeeeepl  #florida #family #exhausted #americanairlines #jfk #orlando https://t.co/QVFlW8y48M,Negative,-0.2,0.85,9,0,Twitter for iPhone,"florida, family, exhausted, americanairlines, jfk, orlando"
1114731166114828288,American Airlines,sjm,gloverparkgirl,"Wilmington, NC",2019-04-07,03:26:35,@AmericanAir Wanted to give a special shoutout to a great flight attendant named Guy on todays AA Flight 5 from DFW to Honolulu. He was awesome!  #AmericanAirlines #ThanksGuy,Positive,0.5892857142857143,0.6803571428571429,0,0,Twitter for iPhone,"AmericanAirlines, ThanksGuy"
1114719719179923456,American Airlines,Nicole Pennington,Twotrickpwny,"London, Kentucky",2019-04-07,02:41:06,@AmericanAir I will ensure everyone knows how much you suck. Booting first class passengers for standbys. No hotel. No voucher. Had to pay again. @TSA @Delta thank god for delta. #airport #cancun #Americanairlines #mexicansarerufeaf #buildthewall https://t.co/lEMVAe2kNc,Positive,0.225,0.26666666666666666,0,1,Twitter for iPhone,"airport, cancun, Americanairlines, mexicansarerufeaf, buildthewall"
1114714804554432512,American Airlines,Francisco Imperatore,ImperatoreChico,Travel Channel https://www.youtube.com/user/imperatorefernandes,2019-04-07,02:21:34,#AmericanAirlines Beds and pajamas on board #boeing777 #DFWairport to @GRUairport  #SaoPaulo #First Class   https://t.co/aJHdovpRG2 via @youtube,Positive,0.25,0.3333333333333333,0,0,Twitter Web Client,"AmericanAirlines, boeing777, DFWairport, SaoPaulo, First"
1114714499087568898,American Airlines,Beach Body Coach,ANEWYOUINDAYS,Colorado,2019-04-07,02:20:21,"We are certainly starting this trip off to a great start. 

As we were exiting the plane, the captain invited the kids into cockpit and took their picture!

Fun Fact: This plane will be retired as it is one of their oldest. 

#AmericanAirlines  at... https://t.co/6OgjHOdUdP",Positive,0.43333333333333335,0.35000000000000003,0,0,Facebook,AmericanAirlines
1114710669771907077,American Airlines,Holli Palmer,HolliPalmer3,"Houston, TX",2019-04-07,02:05:08,"I dont know who you are, but a HIGE thank you to the woman who was kind enough to sit with my grown kiddo at the airport after #americanairlines canceled flights, moved flights, lost luggage. He may be an adult, but your kindness when he was beyond frustrated is appreciated.",Positive,0.04,0.4,9,3,Twitter for iPhone,americanairlines
1114704919230132224,American Airlines,Francisco Imperatore,ImperatoreChico,Travel Channel https://www.youtube.com/user/imperatorefernandes,2019-04-07,01:42:17,#AmericanAirlines #Boeing767 #BusinessClass #FlagShip #oneworld International  https://t.co/BUp1Z5UV1F via @YouTube,Neutral,0.0,0.0,1,0,Twitter Web Client,"AmericanAirlines, Boeing767, BusinessClass, FlagShip, oneworld"
1114691904627781633,American Airlines,Jess,jessfuturejd,,2019-04-07,00:50:34,#Americanairlines thanks for making my honeymoon memorable with horrible service from Mexico and overbooking flights you all are border line spirit airlines now,Negative,-0.10000000000000002,0.7333333333333334,0,3,Twitter for iPhone,Americanairlines
1114685568984678402,American Airlines,Billy Wilkinson,realbwilkinson,"Austin, TX",2019-04-07,00:25:24,So we often talk about the bad flight experiences but this #1 on #americanairlines Flt 569 CLT &gt; RSW on 4/4 was the bomb. We were very delayed and she let this young lady help serve water and so much more. We deplaned for other equipment but the experience did not disappoint. https://t.co/4pcp4DkEsL,Negative,-0.00499999999999996,0.44833333333333336,4,2,Twitter for iPhone,americanairlines
1114669459447349249,American Airlines,Lauren Maffeo,LaurenMaffeo,#anywhereworker,2019-04-06,23:21:23,"Why I want the window  #ontheroadagain #seattlebound 
.
.
.
.
.
#sky #skyscape #view #myview #americanairlines #americanair #clouds #cloudy #nighttime #weekend #weekendvibes #travel... https://t.co/nWNuheqTxq",Neutral,0.0,0.0,1,0,Instagram,"ontheroadagain, seattlebound, sky, skyscape, view, myview, americanairlines, americanair, clouds, cloudy, nighttime, weekend, weekendvibes, travel"
1114653070896640001,American Airlines,Ivette Garcia,Igcm00,,2019-04-06,22:16:16,#americanairlines always something with AA ; delayed flight leaving and delayed arrival when getting back home. ANNNOOOYYYYING!,Neutral,0.0,0.0,1,1,Twitter Web App,americanairlines
1114646345464340480,American Airlines,Gail,FiveGail,,2019-04-06,21:49:32,Hey American Airlines. Maybe if you didn't charge $30 for a single chrcked bag you could skip the nonsense of asking 20-30 people to check theirs at the gate. #americanairlines never again. Why I fly #alaskaairlines,Positive,0.24285714285714288,0.37142857142857144,0,1,Twitter for iPhone,"americanairlines, alaskaairlines"
1114633779216363522,American Airlines,GordonCrockett,CrockettGordon,"Washington, DC",2019-04-06,20:59:36,"DC to Phoenix this afternoon and @AmericanAir is on it!!!

From check-in to the gate to boarding.....fantastic experience.

Bravo!

#DC 
#ReaganNational
#AmericanAirlines
#SaturdayThoughts https://t.co/XGfoqPSHqL",Neutral,0.0,0.0,0,0,Twitter for Android,"DC, ReaganNational, AmericanAirlines, SaturdayThoughts"
1114633638220587009,American Airlines,Garth,crosston,"Dallas, TX; Chicago, IL",2019-04-06,20:59:02,Welcome to NYC / Morristown NJ! #morristown #NYC #aa #americanairlines https://t.co/UpPYrAheDB,Positive,1.0,0.9,0,0,Instagram,"morristown, NYC, aa, americanairlines"
1114629239188467712,American Airlines,xinerz,xinerz,,2019-04-06,20:41:34,perks of xinerzs job: tons of air time to catch up on free outdated movies #americanairlines,Negative,-2.7755575615628914e-17,0.7166666666666668,0,0,Twitter for iPhone,americanairlines
1114623942055137280,American Airlines,Marin Salisburyy,MSalisburyy,,2019-04-06,20:20:31,America airlines has changed out crew/ pilots 3 times and we have been sitting in this plane FOR OVER 3 HOURS and we were just given the opportunity to stand up and walk through the cabin #americanairlines @AmericanAir #flight1660,Neutral,0.0,0.0,0,1,Twitter for iPhone,"americanairlines, flight1660"
1114607088683159557,American Airlines,John Vincent ✌️,JohnVincent72,"Chicago, IL",2019-04-06,19:13:32,Excited to be singing for @Cubs and @AmericanAir in Ohare airport where gates H &amp; K split tomorrow from 12:30-2pm #Cubs #SaturdayThoughts #americanairlines #chicago https://t.co/hiHgOb5HFT,Positive,0.375,0.75,19,1,Twitter for iPhone,"Cubs, SaturdayThoughts, americanairlines, chicago"
1114597505038213120,American Airlines,Al Bleezy,AlBleezy1,,2019-04-06,18:35:28,"@AmericanAir your Cancun baggage guys stole my Jewelry out of my luggage. Thank God I have insurance, but still not a good experience #americanairlines",Negative,-0.35,0.6000000000000001,0,0,Twitter for iPhone,americanairlines
1114592771187384322,American Airlines,ankur lodha,ankurlodha,,2019-04-06,18:16:39,After waiting 8 hrs for the flight to take off #americanairlines crew got us pizza. Thank you guys. Hopefully we fly soon #aagroundhogday https://t.co/TvimCzj7dB,Positive,0.8,0.9,3,0,Twitter for iPhone,"americanairlines, aagroundhogday"
1114592492605902862,American Airlines,Kimberly Washington,kilawashington,"Dallas, TX",2019-04-06,18:15:33,@AmericanAir Serious anxiety at the gate because of lack of updates. Notice what time it is....why is this not updated? #Americanairlines #standardoperatingprocedures https://t.co/RIV1Dj7Lxv,Negative,-0.3333333333333333,0.6666666666666666,0,0,Twitter for iPhone,"Americanairlines, standardoperatingprocedures"
1114589879227252737,American Airlines,Aircraft Videos,AircraftVideos,"Dallas, TX",2019-04-06,18:05:09,"An @AmericanAir @BoeingAirplanes 787-9 #Dreamliner [#N820AL] landing on 18R at Dallas/Fort Worth International Airport (@DFWAirport) on November 13, 2017 #avgeek #DFW #KDFW #DFWAirport #AA #AAL #AmericanAirlines #Boeing #B787 #4K #UHD https://t.co/kp7yonMnKs",Positive,0.15,0.05,0,0,Hootsuite Inc.,"Dreamliner, N820AL, avgeek, DFW, KDFW, DFWAirport, AA, AAL, AmericanAirlines, Boeing, B787, 4K, UHD"
1114588830756216833,American Airlines,GT GUY,UNISOM24,"Brooklyn, NY",2019-04-06,18:00:59,Im truly blessed to be alive I wanna thank the almighty father above and Im starting. To enjoy this trip my layover is fabulous here @americanairlinesadmirals club #americanairlines... https://t.co/ZORQ19Q9ZL,Positive,0.18,0.42000000000000004,0,0,Instagram,americanairlines
1114588607988273153,American Airlines,AIRPLANESHOP,AIRPLANESHOP,New Jersey,2019-04-06,18:00:06," New In Stock! 
GJ1794
Gemini Jets American MD-80 1/400 scale.
Price: $43.95
Find it here: https://t.co/I80nOj3dIj

#geminijets #maddog #md80 #md80lovers #400scale #avgeek #aviation #americanairlines #airplaneshop #modelairplane #aviationlovers https://t.co/SNjrqT4KQ6",Positive,0.08522727272727272,0.22727272727272727,3,1,Hootsuite Inc.,"geminijets, maddog, md80, md80lovers, 400scale, avgeek, aviation, americanairlines, airplaneshop, modelairplane, aviationlovers"
1114587779353047040,American Airlines,Elle Segal,ElleSegal,"San Francisco, CA",2019-04-06,17:56:49,@AmericanAir Thnks for my extra patience? Thats all ur going to say?The flight attendants have given no updates and offered to assistance except to say you are lucky the flight is leaving. Still havent left. Truly terrible service. #badservice #americanairlines #frustrated,Negative,-0.2733333333333333,0.42666666666666664,0,0,Twitter for iPhone,"badservice, americanairlines, frustrated"
1114577556513144833,American Airlines,John Feldman,john_feldman,,2019-04-06,17:16:11,#americanairlines how do you delay the only flight from Texas to Minneapolis? Waiting area filled with Tech fans.,Positive,0.2,0.95,0,1,Twitter for iPhone,americanairlines
1114567481258053634,American Airlines,DJBJR808,DennisJBlairJr,"Wailea, HI",2019-04-06,16:36:09,Traffic destined to DFW is being delayed at its departure point. Flight 2428 got diverted to Tulsa mid-flight. The pilot told us we needed to refuel and check on one of the engines. How did our connecting flights leave on time? Whats really going on? #AmericanAirlines #dfw #FAA https://t.co/7JthJ25UiS,Positive,0.2,0.2,0,1,Twitter for iPhone,"AmericanAirlines, dfw, FAA"
1114565703481417730,American Airlines,Brent D. Silkey,BrentSilkey,Minnesota,2019-04-06,16:29:05,"Im in a New York state of mind.

Excited to one day run @nycmarathon on behalf of @30forFreedomRun.

#SpeedtheLightSummit #americanairlines #30forFreedom https://t.co/teiuPXzGOX",Positive,0.2556818181818182,0.6022727272727273,0,0,Twitter for iPhone,"SpeedtheLightSummit, americanairlines, 30forFreedom"
1114555290945556481,American Airlines,jlui,jluisboston,"Boston, MA",2019-04-06,15:47:43," Miami is where we all feel young and energetic, till Next time 
#americanairlines #miami #florida #downtownmiami #buildings  #blessed #view #ocean @ Miami, Florida https://t.co/ptgg38x3es",Positive,0.19999999999999998,0.3,3,0,Instagram,"americanairlines, miami, florida, downtownmiami, buildings, blessed, view, ocean"
1114548718529916929,American Airlines,Lisa Brown,BES_STEAMworm,,2019-04-06,15:21:36,American Airlines needs to work on its customer service. I will definitely try to avoid this airline in the future. #americanairlines,Neutral,0.0,0.20833333333333334,2,0,Twitter for iPhone,americanairlines
1114547361622237184,American Airlines,Travis Stanton,StantonTravis,,2019-04-06,15:16:12,"I woke up to an exciting offer from @AmericanAir Vacations for HUGE #savings on top #luxurytravel. The picture looks great, right? And I can score a discount of up to $400 if I spend a minimum of $10,000. Wow, #americanairlines what a generous 4% #discount! #Travel #traveling https://t.co/mmE5I0wpoK",Positive,0.40178571428571425,0.7476190476190476,3,0,Twitter Web Client,"savings, luxurytravel, americanairlines, discount, Travel, traveling"
1114533505306906624,American Airlines,Trey & Sara Duncan,bellarue,dfw,2019-04-06,14:21:09,"@AmericanAir has lost my bag. I do not have my medication and I am in a remote location. They have NO idea where my bag is!  The number that they give does not have a human and it tells me they have no record of location my bag. AA, please make this right. #americanairlines",Positive,0.05357142857142857,0.2785714285714286,0,0,Twitter for iPhone,americanairlines
1114521060509212673,American Airlines,Steven Holzinger,stevenholzinger,New Jersey,2019-04-06,13:31:42,"americanair airbus A319 in the PSA Airlines retro livery coming into @phlairport after completing the flight from Jacksonville, FL. #american #america #americanairlines #americanair... https://t.co/DwL8CEAmqr",Neutral,0.0,0.0,0,0,Instagram,"american, america, americanairlines, americanair"
1114517088662691840,American Airlines,Newark Planespotting,NewarkSpotting,Newark Airport,2019-04-06,13:15:55,@AmericanAir landing at @EWRairport #B737 #AmericanAirlines #Planespotting https://t.co/mii7oHdj84,Neutral,0.0,0.0,3,1,Twitter for iPhone,"B737, AmericanAirlines, Planespotting"
1114515428573945856,American Airlines,Chris Reil,CReilNYC,"UT: 42.256076,-83.737367",2019-04-06,13:09:19,If @AmericanAir cannot fix this and we have to find a new plane. That will be truly pathetic. #dontflyamerican #americanairlines,Negative,-0.4318181818181818,0.7272727272727273,1,0,Twitter for iPhone,"dontflyamerican, americanairlines"
1114514966944604160,American Airlines,Neal Rich,StaticJinx55,"Berkeley, CA",2019-04-06,13:07:29,@amicklin @AmericanAir They did that to me too. Made me sit on the tarmac for 40 min and made me miss out on saying goodbye to my only grandpa. Offered no rectification. Never flying #AmericanAirlines again. Neither should you.,Neutral,0.0,1.0,0,0,Twitter for iPhone,AmericanAirlines
1114514362423828481,American Airlines,Neal Rich,StaticJinx55,"Berkeley, CA",2019-04-06,13:05:05,@is_u_roland @BANG_erik @AmericanAir So is my grandpa that I didnt get to say goodbye to thanks to #americanairlines,Positive,0.2,0.2,1,0,Twitter for iPhone,americanairlines
1114513978988871681,American Airlines,Neal Rich,StaticJinx55,"Berkeley, CA",2019-04-06,13:03:33,@AmericanAir @SightsJune Im sorry @sightsjune. They also offered no rectification when they directly caused me to miss saying goodbye to my only grandfather. Never flying #AmericanAirlines again.,Negative,-0.13333333333333333,0.7999999999999999,0,0,Twitter for iPhone,AmericanAirlines
1114513645235507200,American Airlines,Neal Rich,StaticJinx55,"Berkeley, CA",2019-04-06,13:02:14,"@BrianWJ23 @AmericanAir Honestly, I was stuck on the tarmac for 40min with no explanation which directly caused me to miss saying goodbye to my only grandfather and they offered no rectification. Never fly #AmericanAirlines again.",Positive,0.07499999999999998,0.7999999999999999,0,0,Twitter for iPhone,AmericanAirlines
1114492888673660928,American Airlines,Derrick Ubbink,madone_techie,,2019-04-06,11:39:45,"""Currently having issues with some of the components on the top of our wings"".  Good start AA 

#americanairlines #travelfun",Positive,0.39999999999999997,0.5,0,0,Twitter for Android,"americanairlines, travelfun"
1114491478049546241,American Airlines,Chris Perondi,StuntDogGuy,Touring the U.S. and Canada,2019-04-06,11:34:09,The second leg of our book tour is a success! We are now headed home for some rest and relaxation. Lets go americanair ! #americanairlines #americanair @ Central Illinois Regional Airport https://t.co/oFpWftO8ab,Positive,0.15625,0.08333333333333333,0,0,Instagram,"americanairlines, americanair"
1114427054710194177,American Airlines,Alicia Mejia,RomanceCEO,Las Vegas,2019-04-06,07:18:09,"Squared away. 
#seeloveeverywhere #stayfocused #happyending #americanairlines #empire #neon #squaredaway #inanotherlifetimeiwasalightingdesigner #barbiesuitcase #nexttime #sleepyhead #doorstop #chandelier #lightingfixture https://t.co/aQd2tPqskZ https://t.co/wnQYvcz2S3",Neutral,0.0,0.0,0,0,IFTTT,"seeloveeverywhere, stayfocused, happyending, americanairlines, empire, neon, squaredaway, inanotherlifetimeiwasalightingdesigner, barbiesuitcase, nexttime, sleepyhead, doorstop, chandelier, lightingfixture"
1114392343694782464,American Airlines,Travel Tweets from Everybody Hates A Tourist,ehatourist,"Earth, probably",2019-04-06,05:00:13,American Airlines Business Class #Boeing 767-300 New York JFK to #Manchester MAN review #travel https://t.co/7735jBqNgt #alcohol #americanairlines #boeing #businessclass,Positive,0.06818181818181818,0.22727272727272727,1,0,Revive Old Post EHAT,"Boeing, Manchester, travel, alcohol, americanairlines, boeing, businessclass"
1114351615933341696,American Airlines,evey h,omgmari1,"Freeport, NY",2019-04-06,02:18:23,"Kudos to #AmericanAirlines for getting my Daughter's luggage back to her, as promised, during her bachelorette weekend!!!",Neutral,0.0,0.0,0,0,Twitter for Android,AmericanAirlines
1114350809322524672,American Airlines,david torn,torndavid,,2019-04-06,02:15:11,"what a weekend! all that, with my rig having been trashed by #AmericanAirlines , angrylol. https://t.co/c5xORkxoh3",Neutral,0.0,0.0,6,0,Twitter for iPad,AmericanAirlines
1114350741198475264,American Airlines,Lake,laikenlove,"Savannah, United States",2019-04-06,02:14:54,Im still standing...Yeah! Yeah! Yeah! #airportchronicles #ronaldreagan #americanairlines #whatsshakinwithlaiken @ Ronald Reagan Washington National Airport https://t.co/mDQad4pEGP,Neutral,0.0,0.0,0,0,Instagram,"airportchronicles, ronaldreagan, americanairlines, whatsshakinwithlaiken"
1114342717092450304,American Airlines,JoeQuatt,JoeQuatt,,2019-04-06,01:43:01,Welcome to @CLTAirport where each time you land here with @AmericanAir you have to wait 10-15 minutes for your gate. #thisplaceisajoke #americanairlines #aa #charlotte #airtravel,Positive,0.8,0.9,1,2,Twitter for iPhone,"thisplaceisajoke, americanairlines, aa, charlotte, airtravel"
1114341349531246592,American Airlines,Brian Barrie,brian_barrie,,2019-04-06,01:37:35,I'm in #AmericanAirlines hell. Never never never again.,Neutral,0.0,0.0,3,2,Twitter for Android,AmericanAirlines
1114330626864316417,American Airlines,Mike Odle,smichaelodle,Chicagoland,2019-04-06,00:54:59,@AmericanAir Hey @united how's your mileage card and frequent flyer program. Looks like I'm going to need a new one #UnitedAirlines #AmericanAirlines,Positive,0.11818181818181818,0.37727272727272726,1,0,Twitter for Android,"UnitedAirlines, AmericanAirlines"
1114329043539845120,American Airlines,Mike Odle,smichaelodle,Chicagoland,2019-04-06,00:48:41,@AmericanAir Does this response surprise anybody out there? #AmericanAirlines https://t.co/jVBeiQpIHy,Neutral,0.0,0.0,0,0,Twitter for Android,AmericanAirlines
